run_id,config_id,protein,split,method,seed,backend,n_energy_evaluations,elapsed_s,method_step,objective_eval,restart,best_energy,best_bitstring,cvar,ca_rmsd_angstrom,ca_rmsd_ensemble_min
5ecdc7a8f6b63409,b13ef74377e3,1UAO,development,vqe,0,direct,39,2.4838106632232666,,5,0,-356.1251556948355,1110101111110101111000,-346.79026561657435,5.726871155831443,4.968827182685779
5ecdc7a8f6b63409,b13ef74377e3,1UAO,development,vqe,0,direct,65,3.183677911758423,,9,0,-356.1251556948355,1110101111110101111000,-341.57511015038085,5.726871155831443,4.968827182685779
5ecdc7a8f6b63409,b13ef74377e3,1UAO,development,vqe,0,direct,99,4.069734811782837,,14,0,-356.1251556948355,1110101111110101111000,-351.3128498247838,5.726871155831443,4.968827182685779
5ecdc7a8f6b63409,b13ef74377e3,1UAO,development,vqe,0,direct,133,4.892254829406738,,19,0,-360.1766061622375,0111101011001110110101,-358.26322606187466,6.4854467616732725,5.8102911436112725
5ecdc7a8f6b63409,b13ef74377e3,1UAO,development,vqe,0,direct,161,5.608489990234375,,23,0,-360.1766061622375,0111101011001110110101,-357.9306425307462,6.4854467616732725,5.8102911436112725
5ecdc7a8f6b63409,b13ef74377e3,1UAO,development,vqe,0,direct,195,6.613399028778076,,29,0,-360.1766061622375,0111101011001110110101,-351.7501770920165,6.4854467616732725,5.8102911436112725
5ecdc7a8f6b63409,b13ef74377e3,1UAO,development,vqe,0,direct,228,7.425940990447998,,34,0,-360.1766061622375,0111101011001110110101,-357.87670547815253,6.4854467616732725,5.8102911436112725
5ecdc7a8f6b63409,b13ef74377e3,1UAO,development,vqe,0,direct,260,8.214707851409912,,39,0,-361.2919346612735,0100010100000000111001,-354.20587002627406,4.868151872912765,4.433759449225224
5ecdc7a8f6b63409,b13ef74377e3,1UAO,development,vqe,0,direct,289,8.926431894302368,,44,0,-361.2919346612735,0100010100000000111001,-348.6971000067235,4.868151872912765,4.433759449225224
5ecdc7a8f6b63409,b13ef74377e3,1UAO,development,vqe,0,direct,322,9.804863929748535,,50,0,-361.2919346612735,0100010100000000111001,-358.3067927915986,4.868151872912765,4.433759449225224
5ecdc7a8f6b63409,b13ef74377e3,1UAO,development,vqe,0,direct,352,10.592880725860596,,55,0,-363.19287475499294,1100101011111110110110,-358.3866852367941,5.379853764466641,4.6903074125170905
5ecdc7a8f6b63409,b13ef74377e3,1UAO,development,vqe,0,direct,390,11.547732830047607,,61,0,-363.19287475499294,1100101011111110110110,-355.40171402272875,5.379853764466641,4.6903074125170905
5ecdc7a8f6b63409,b13ef74377e3,1UAO,development,vqe,0,direct,417,12.247095584869385,,65,0,-363.19287475499294,1100101011111110110110,-351.7200814278935,5.379853764466641,4.6903074125170905
5ecdc7a8f6b63409,b13ef74377e3,1UAO,development,vqe,0,direct,452,13.206225872039795,,72,0,-363.19287475499294,1100101011111110110110,-351.5545055831448,5.379853764466641,4.6903074125170905
5ecdc7a8f6b63409,b13ef74377e3,1UAO,development,vqe,0,direct,483,13.997228622436523,,77,0,-363.19287475499294,1100101011111110110110,-354.65492364030274,5.379853764466641,4.6903074125170905
5ecdc7a8f6b63409,b13ef74377e3,1UAO,development,vqe,0,direct,487,14.086877822875977,,79,0,-363.19287475499294,1100101011111110110110,-351.1735207556085,5.379853764466641,4.6903074125170905
